AIRLINE,SOURCE,DESTINATION,NEAREST_AIRPORT_SOURCE,NEAREST_AIRPORT_DESTINATION,IATA_SOURCE,IATA_DESTINATION,ROUTE,DEP_TIME,ARRIVAL_TIME,DURATION,TOTAL_STOPS,ADDITIONAL_INFO,PRICE,DIRECT_CONNECTING
Vistara,Mumbai,Hong Kong,Chhatrapati Shivaji Maharaj International Airport,Hong Kong International Airport,BOM,HKG,BOM -> HKG,01:35:00.000,06:45:00.000,05:10,0,Business class,29500,Direct
Cathay Pacific,Mumbai,Hong Kong,Chhatrapati Shivaji Maharaj International Airport,Hong Kong International Airport,BOM,HKG,BOM -> HKG,02:20:00.000,07:30:00.000,05:10,0,Business class,33000,Direct
IndiGo,Mumbai,Hong Kong,Chhatrapati Shivaji Maharaj International Airport,Hong Kong International Airport,BOM,HKG,BOM -> HKG,03:05:00.000,08:15:00.000,05:10,0,In-flight meal not included,19600,Direct
Hong Kong Airlines,Mumbai,Hong Kong,Chhatrapati Shivaji Maharaj International Airport,Hong Kong International Airport,BOM,HKG,BOM -> HKG,03:50:00.000,09:00:00.000,05:10,0,No info,26350,Direct
Air India,Hong Kong,Mumbai,Hong Kong International Airport,Chhatrapati Shivaji Maharaj International Airport,HKG,BOM,HKG -> BOM,01:27:00.000,06:37:00.000,05:10,0,No info,26650,Direct
Vistara,Hong Kong,Mumbai,Hong Kong International Airport,Chhatrapati Shivaji Maharaj International Airport,HKG,BOM,HKG -> BOM,02:12:00.000,07:22:00.000,05:10,0,Business class,29500,Direct
Cathay Pacific,Hong Kong,Mumbai,Hong Kong International Airport,Chhatrapati Shivaji Maharaj International Airport,HKG,BOM,HKG -> BOM,02:57:00.000,08:07:00.000,05:10,0,Business class,33000,Direct
IndiGo,Hong Kong,Mumbai,Hong Kong International Airport,Chhatrapati Shivaji Maharaj International Airport,HKG,BOM,HKG -> BOM,03:42:00.000,08:52:00.000,05:10,0,In-flight meal not included,19600,Direct
Hong Kong Airlines,Hong Kong,Mumbai,Hong Kong International Airport,Chhatrapati Shivaji Maharaj International Airport,HKG,BOM,HKG -> BOM,04:27:00.000,09:37:00.000,05:10,0,No info,26350,Direct
Qantas Airways,Brisbane,Auckland,Brisbane Airport,Auckland Airport,BNE,AKL,BNE -> AKL,02:04:00.000,05:19:00.000,03:15,0,Business class,22000,Direct
Air New Zealand,Brisbane,Auckland,Brisbane Airport,Auckland Airport,BNE,AKL,BNE -> AKL,02:49:00.000,06:04:00.000,03:15,0,Business class,22250,Direct
Virgin Australia,Brisbane,Auckland,Brisbane Airport,Auckland Airport,BNE,AKL,BNE -> AKL,03:34:00.000,06:49:00.000,03:15,0,No info,20300,Direct
Jetstar Airways,Brisbane,Auckland,Brisbane Airport,Auckland Airport,BNE,AKL,BNE -> AKL,04:19:00.000,07:34:00.000,03:15,0,In-flight meal not included,14390,Direct
Fiji Airways,Brisbane,Auckland,Brisbane Airport,Auckland Airport,BNE,AKL,BNE -> AKL,05:04:00.000,08:19:00.000,03:15,0,Business class,20800,Direct
Qantas Airways,Auckland,Brisbane,Auckland Airport,Brisbane Airport,AKL,BNE,AKL -> BNE,02:41:00.000,05:56:00.000,03:15,0,Business class,22000,Direct
Air New Zealand,Auckland,Brisbane,Auckland Airport,Brisbane Airport,AKL,BNE,AKL -> BNE,03:26:00.000,06:41:00.000,03:15,0,Business class,22250,Direct
Virgin Australia,Auckland,Brisbane,Auckland Airport,Brisbane Airport,AKL,BNE,AKL -> BNE,04:11:00.000,07:26:00.000,03:15,0,No info,20300,Direct
Jetstar Airways,Auckland,Brisbane,Auckland Airport,Brisbane Airport,AKL,BNE,AKL -> BNE,04:56:00.000,08:11:00.000,03:15,0,In-flight meal not included,14390,Direct
Fiji Airways,Auckland,Brisbane,Auckland Airport,Brisbane Airport,AKL,BNE,AKL -> BNE,05:41:00.000,08:56:00.000,03:15,0,Business class,20800,Direct
Air New Zealand,Auckland,Melbourne,Auckland Airport,Melbourne Tullamarine Airport,AKL,MEL,AKL -> MEL,03:18:00.000,06:53:00.000,03:35,0,Business class,24000,Direct
Qantas Airways,Auckland,Melbourne,Auckland Airport,Melbourne Tullamarine Airport,AKL,MEL,AKL -> MEL,04:03:00.000,07:38:00.000,03:35,0,Business class,24250,Direct
Virgin Australia,Auckland,Melbourne,Auckland Airport,Melbourne Tullamarine Airport,AKL,MEL,AKL -> MEL,04:48:00.000,08:23:00.000,03:35,0,No info,22100,Direct
Jetstar Airways,Auckland,Melbourne,Auckland Airport,Melbourne Tullamarine Airport,AKL,MEL,AKL -> MEL,05:33:00.000,09:08:00.000,03:35,0,In-flight meal not included,15630,Direct
Air New Zealand,Melbourne,Auckland,Melbourne Tullamarine Airport,Auckland Airport,MEL,AKL,MEL -> AKL,03:55:00.000,07:30:00.000,03:35,0,Business class,24000,Direct
Qantas Airways,Melbourne,Auckland,Melbourne Tullamarine Airport,Auckland Airport,MEL,AKL,MEL -> AKL,04:40:00.000,08:15:00.000,03:35,0,Business class,24250,Direct
Virgin Australia,Melbourne,Auckland,Melbourne Tullamarine Airport,Auckland Airport,MEL,AKL,MEL -> AKL,05:25:00.000,09:00:00.000,03:35,0,No info,22100,Direct
Jetstar Airways,Melbourne,Auckland,Melbourne Tullamarine Airport,Auckland Airport,MEL,AKL,MEL -> AKL,06:10:00.000,09:45:00.000,03:35,0,In-flight meal not included,15630,Direct
Qantas Airways,Sydney,Auckland,Sydney Kingsford Smith Airport,Auckland Airport,SYD,AKL,SYD -> AKL,04:32:00.000,07:47:00.000,03:15,0,Business class,23500,Direct
Air New Zealand,Sydney,Auckland,Sydney Kingsford Smith Airport,Auckland Airport,SYD,AKL,SYD -> AKL,05:17:00.000,08:32:00.000,03:15,0,Business class,23750,Direct
Virgin Australia,Sydney,Auckland,Sydney Kingsford Smith Airport,Auckland Airport,SYD,AKL,SYD -> AKL,06:02:00.000,09:17:00.000,03:15,0,No info,21650,Direct
Jetstar Airways,Sydney,Auckland,Sydney Kingsford Smith Airport,Auckland Airport,SYD,AKL,SYD -> AKL,06:47:00.000,10:02:00.000,03:15,0,In-flight meal not included,15320,Direct
Qantas Airways,Auckland,Sydney,Auckland Airport,Sydney Kingsford Smith Airport,AKL,SYD,AKL -> SYD,05:09:00.000,08:24:00.000,03:15,0,Business class,23500,Direct
Air New Zealand,Auckland,Sydney,Auckland Airport,Sydney Kingsford Smith Airport,AKL,SYD,AKL -> SYD,05:54:00.000,09:09:00.000,03:15,0,Business class,23750,Direct
Virgin Australia,Auckland,Sydney,Auckland Airport,Sydney Kingsford Smith Airport,AKL,SYD,AKL -> SYD,06:39:00.000,09:54:00.000,03:15,0,No info,21650,Direct
Jetstar Airways,Auckland,Sydney,Auckland Airport,Sydney Kingsford Smith Airport,AKL,SYD,AKL -> SYD,07:24:00.000,10:39:00.000,03:15,0,In-flight meal not included,15320,Direct
Qantas Airways,Sydney,Melbourne,Sydney Kingsford Smith Airport,Melbourne Tullamarine Airport,SYD,MEL,SYD -> MEL,05:46:00.000,07:21:00.000,01:35,0,Business class,9000,Direct
Virgin Australia,Sydney,Melbourne,Sydney Kingsford Smith Airport,Melbourne Tullamarine Airport,SYD,MEL,SYD -> MEL,06:31:00.000,08:06:00.000,01:35,0,No info,8350,Direct
Jetstar Airways,Sydney,Melbourne,Sydney Kingsford Smith Airport,Melbourne Tullamarine Airport,SYD,MEL,SYD -> MEL,07:16:00.000,08:51:00.000,01:35,0,In-flight meal not included,6080,Direct
Rex Airlines,Sydney,Melbourne,Sydney Kingsford Smith Airport,Melbourne Tullamarine Airport,SYD,MEL,SYD -> MEL,08:01:00.000,09:36:00.000,01:35,0,No info,5700,Direct
Qantas Airways,Melbourne,Sydney,Melbourne Tullamarine Airport,Sydney Kingsford Smith Airport,MEL,SYD,MEL -> SYD,06:23:00.000,07:58:00.000,01:35,0,Business class,9000,Direct
Virgin Australia,Melbourne,Sydney,Melbourne Tullamarine Airport,Sydney Kingsford Smith Airport,MEL,SYD,MEL -> SYD,07:08:00.000,08:43:00.000,01:35,0,No info,8350,Direct
Jetstar Airways,Melbourne,Sydney,Melbourne Tullamarine Airport,Sydney Kingsford Smith Airport,MEL,SYD,MEL -> SYD,07:53:00.000,09:28:00.000,01:35,0,In-flight meal not included,6080,Direct
Rex Airlines,Melbourne,Sydney,Melbourne Tullamarine Airport,Sydney Kingsford Smith Airport,MEL,SYD,MEL -> SYD,08:38:00.000,10:13:00.000,01:35,0,No info,5700,Direct
Qantas Airways,Sydney,Brisbane,Sydney Kingsford Smith Airport,Brisbane Airport,SYD,BNE,SYD -> BNE,07:00:00.000,08:50:00.000,01:50,0,Business class,9500,Direct
Virgin Australia,Sydney,Brisbane,Sydney Kingsford Smith Airport,Brisbane Airport,SYD,BNE,SYD -> BNE,07:45:00.000,09:35:00.000,01:50,0,No info,8800,Direct
Jetstar Airways,Sydney,Brisbane,Sydney Kingsford Smith Airport,Brisbane Airport,SYD,BNE,SYD -> BNE,08:30:00.000,10:20:00.000,01:50,0,In-flight meal not included,6390,Direct
Rex Airlines,Sydney,Brisbane,Sydney Kingsford Smith Airport,Brisbane Airport,SYD,BNE,SYD -> BNE,09:15:00.000,11:05:00.000,01:50,0,No info,5975,Direct
Qantas Airways,Brisbane,Sydney,Brisbane Airport,Sydney Kingsford Smith Airport,BNE,SYD,BNE -> SYD,07:37:00.000,09:27:00.000,01:50,0,Business class,9500,Direct
Virgin Australia,Brisbane,Sydney,Brisbane Airport,Sydney Kingsford Smith Airport,BNE,SYD,BNE -> SYD,08:22:00.000,10:12:00.000,01:50,0,No info,8800,Direct
Jetstar Airways,Brisbane,Sydney,Brisbane Airport,Sydney Kingsford Smith Airport,BNE,SYD,BNE -> SYD,09:07:00.000,10:57:00.000,01:50,0,In-flight meal not included,6390,Direct
Rex Airlines,Brisbane,Sydney,Brisbane Airport,Sydney Kingsford Smith Airport,BNE,SYD,BNE -> SYD,09:52:00.000,11:42:00.000,01:50,0,No info,5975,Direct
Qantas Airways,Melbourne,Perth,Melbourne Tullamarine Airport,Perth Airport,MEL,PER,MEL -> PER,08:14:00.000,12:19:00.000,04:05,0,Business class,21000,Direct
Virgin Australia,Melbourne,Perth,Melbourne Tullamarine Airport,Perth Airport,MEL,PER,MEL -> PER,08:59:00.000,13:04:00.000,04:05,0,No info,19150,Direct
Jetstar Airways,Melbourne,Perth,Melbourne Tullamarine Airport,Perth Airport,MEL,PER,MEL -> PER,09:44:00.000,13:49:00.000,04:05,0,In-flight meal not included,13520,Direct
Qantas Airways,Perth,Melbourne,Perth Airport,Melbourne Tullamarine Airport,PER,MEL,PER -> MEL,08:51:00.000,12:56:00.000,04:05,0,Business class,21000,Direct
Virgin Australia,Perth,Melbourne,Perth Airport,Melbourne Tullamarine Airport,PER,MEL,PER -> MEL,09:36:00.000,13:41:00.000,04:05,0,No info,19150,Direct
Jetstar Airways,Perth,Melbourne,Perth Airport,Melbourne Tullamarine Airport,PER,MEL,PER -> MEL,10:21:00.000,14:26:00.000,04:05,0,In-flight meal not included,13520,Direct
Qantas Airways,Perth,Sydney,Perth Airport,Sydney Kingsford Smith Airport,PER,SYD,PER -> SYD,09:28:00.000,14:03:00.000,04:35,0,Business class,26000,Direct
Virgin Australia,Perth,Sydney,Perth Airport,Sydney Kingsford Smith Airport,PER,SYD,PER -> SYD,10:13:00.000,14:48:00.000,04:35,0,No info,23650,Direct
Jetstar Airways,Perth,Sydney,Perth Airport,Sydney Kingsford Smith Airport,PER,SYD,PER -> SYD,10:58:00.000,15:33:00.000,04:35,0,In-flight meal not included,16620,Direct
Qantas Airways,Sydney,Perth,Sydney Kingsford Smith Airport,Perth Airport,SYD,PER,SYD -> PER,10:05:00.000,14:40:00.000,04:35,0,Business class,26000,Direct
Virgin Australia,Sydney,Perth,Sydney Kingsford Smith Airport,Perth Airport,SYD,PER,SYD -> PER,10:50:00.000,15:25:00.000,04:35,0,No info,23650,Direct
Jetstar Airways,Sydney,Perth,Sydney Kingsford Smith Airport,Perth Airport,SYD,PER,SYD -> PER,11:35:00.000,16:10:00.000,04:35,0,In-flight meal not included,16620,Direct
Qantas Airways,Perth,Brisbane,Perth Airport,Brisbane Airport,PER,BNE,PER -> BNE,10:42:00.000,15:27:00.000,04:45,0,Business class,27000,Direct
Virgin Australia,Perth,Brisbane,Perth Airport,Brisbane Airport,PER,BNE,PER -> BNE,11:27:00.000,16:12:00.000,04:45,0,No info,24550,Direct
Jetstar Airways,Perth,Brisbane,Perth Airport,Brisbane Airport,PER,BNE,PER -> BNE,12:12:00.000,16:57:00.000,04:45,0,In-flight meal not included,17240,Direct
Qantas Airways,Brisbane,Perth,Brisbane Airport,Perth Airport,BNE,PER,BNE -> PER,11:19:00.000,16:04:00.000,04:45,0,Business class,27000,Direct
Virgin Australia,Brisbane,Perth,Brisbane Airport,Perth Airport,BNE,PER,BNE -> PER,12:04:00.000,16:49:00.000,04:45,0,No info,24550,Direct
Jetstar Airways,Brisbane,Perth,Brisbane Airport,Perth Airport,BNE,PER,BNE -> PER,12:49:00.000,17:34:00.000,04:45,0,In-flight meal not included,17240,Direct
